  0.274603E+00  0.694454E+06  0.691116E+06  0.000000E+00  0.000000E+00  0.127133E+05  0.690875E+06
  0.280003E+00  0.672902E+06  0.669545E+06  0.000000E+00  0.000000E+00  0.119237E+05  0.669414E+06
  0.285403E+00  0.652270E+06  0.648906E+06  0.000000E+00  0.000000E+00  0.111933E+05  0.648870E+06
  0.290804E+00  0.633068E+06  0.629729E+06  0.000000E+00  0.000000E+00  0.105264E+05  0.629755E+06
  0.296204E+00  0.615609E+06  0.612338E+06  0.000000E+00  0.000000E+00  0.992321E+04  0.612382E+06
  0.301604E+00  0.599880E+06  0.596717E+06  0.000000E+00  0.000000E+00  0.937867E+04  0.596738E+06
  0.307004E+00  0.585568E+06  0.582539E+06  0.000000E+00  0.000000E+00  0.888362E+04  0.582509E+06
  0.312405E+00  0.572226E+06  0.569339E+06  0.000000E+00  0.000000E+00  0.842775E+04  0.569247E+06
  0.317805E+00  0.559425E+06  0.556669E+06  0.000000E+00  0.000000E+00  0.800214E+04  0.556522E+06
  0.323205E+00  0.546822E+06  0.544174E+06  0.000000E+00  0.000000E+00  0.759997E+04  0.543990E+06
  0.328605E+00  0.534185E+06  0.531615E+06  0.000000E+00  0.000000E+00  0.721661E+04  0.531421E+06
  0.334006E+00  0.521435E+06  0.518915E+06  0.000000E+00  0.000000E+00  0.684993E+04  0.518734E+06
  0.339406E+00  0.508666E+06  0.506176E+06  0.000000E+00  0.000000E+00  0.650023E+04  0.506025E+06
  0.344806E+00  0.496099E+06  0.493629E+06  0.000000E+00  0.000000E+00  0.616929E+04  0.493516E+06
  0.350206E+00  0.483975E+06  0.481526E+06  0.000000E+00  0.000000E+00  0.585895E+04  0.481448E+06
  0.355606E+00  0.472467E+06  0.470048E+06  0.000000E+00  0.000000E+00  0.557000E+04  0.469996E+06
  0.361007E+00  0.461654E+06  0.459278E+06  0.000000E+00  0.000000E+00  0.530200E+04  0.459236E+06
  0.366407E+00  0.451534E+06  0.449215E+06  0.000000E+00  0.000000E+00  0.505359E+04  0.449170E+06
  0.371807E+00  0.442045E+06  0.439792E+06  0.000000E+00  0.000000E+00  0.482290E+04  0.439732E+06
  0.377207E+00  0.433064E+06  0.430882E+06  0.000000E+00  0.000000E+00  0.460751E+04  0.430802E+06
  0.382608E+00  0.424433E+06  0.422318E+06  0.000000E+00  0.000000E+00  0.440484E+04  0.422219E+06
  0.388008E+00  0.416001E+06  0.413946E+06  0.000000E+00  0.000000E+00  0.421264E+04  0.413834E+06
  0.393408E+00  0.407671E+06  0.405666E+06  0.000000E+00  0.000000E+00  0.402935E+04  0.405548E+06
  0.398808E+00  0.399415E+06  0.397448E+06  0.000000E+00  0.000000E+00  0.385424E+04  0.397334E+06
  0.404209E+00  0.391255E+06  0.389319E+06  0.000000E+00  0.000000E+00  0.368710E+04  0.389214E+06
  0.409609E+00  0.383244E+06  0.381335E+06  0.000000E+00  0.000000E+00  0.352801E+04  0.381244E+06
  0.415009E+00  0.375448E+06  0.373564E+06  0.000000E+00  0.000000E+00  0.337715E+04  0.373485E+06
  0.420409E+00  0.367924E+06  0.366067E+06  0.000000E+00  0.000000E+00  0.323460E+04  0.365999E+06
  0.425810E+00  0.360717E+06  0.358891E+06  0.000000E+00  0.000000E+00  0.310028E+04  0.358828E+06
  0.431210E+00  0.353839E+06  0.352048E+06  0.000000E+00  0.000000E+00  0.297389E+04  0.351986E+06
  0.436610E+00  0.347271E+06  0.345517E+06  0.000000E+00  0.000000E+00  0.285481E+04  0.345453E+06
  0.442010E+00  0.340963E+06  0.339249E+06  0.000000E+00  0.000000E+00  0.274228E+04  0.339179E+06
  0.447410E+00  0.334863E+06  0.333188E+06  0.000000E+00  0.000000E+00  0.263554E+04  0.333112E+06
  0.452811E+00  0.328929E+06  0.327290E+06  0.000000E+00  0.000000E+00  0.253397E+04  0.327209E+06
  0.458211E+00  0.323125E+06  0.321519E+06  0.000000E+00  0.000000E+00  0.243705E+04  0.321436E+06
  0.463611E+00  0.317424E+06  0.315847E+06  0.000000E+00  0.000000E+00  0.234435E+04  0.315765E+06
  0.469011E+00  0.311815E+06  0.310264E+06  0.000000E+00  0.000000E+00  0.225560E+04  0.310185E+06
  0.474412E+00  0.306312E+06  0.304785E+06  0.000000E+00  0.000000E+00  0.217072E+04  0.304710E+06
  0.479812E+00  0.300943E+06  0.299438E+06  0.000000E+00  0.000000E+00  0.208971E+04  0.299368E+06
  0.485212E+00  0.295728E+06  0.294244E+06  0.000000E+00  0.000000E+00  0.201255E+04  0.294179E+06
  0.490612E+00  0.290674E+06  0.289213E+06  0.000000E+00  0.000000E+00  0.193909E+04  0.289151E+06
