   124    0.34967E+04   -0.38091E+02    0.20067E-05   -0.38091E+02    0.10564E+01    0.95755E-09    0.20067E-05    0.95755E-09    0.59269E-11
   125    0.35313E+04   -0.38612E+02    0.19632E-05   -0.38612E+02    0.10637E+01    0.78499E-09    0.19632E-05    0.78499E-09    0.57975E-11
   126    0.35659E+04   -0.39120E+02    0.19208E-05   -0.39120E+02    0.10707E+01    0.61424E-09    0.19208E-05    0.61424E-09    0.56717E-11
   127    0.36005E+04   -0.39616E+02    0.18796E-05   -0.39616E+02    0.10771E+01    0.44894E-09    0.18796E-05    0.44894E-09    0.55494E-11
   128    0.36352E+04   -0.40097E+02    0.18395E-05   -0.40097E+02    0.10831E+01    0.29273E-09    0.18395E-05    0.29273E-09    0.54304E-11
   129    0.36699E+04   -0.40564E+02    0.18005E-05   -0.40564E+02    0.10886E+01    0.14923E-09    0.18005E-05    0.14923E-09    0.53147E-11
   130    0.37046E+04   -0.41016E+02    0.17625E-05   -0.41016E+02    0.10936E+01    0.22089E-10    0.17625E-05    0.22089E-10    0.52021E-11
   131    0.37393E+04   -0.41453E+02    0.17256E-05   -0.41453E+02    0.10982E+01   -0.85884E-10    0.17256E-05   -0.85884E-10    0.50925E-11
   132    0.37741E+04   -0.41874E+02    0.16897E-05   -0.41874E+02    0.11022E+01   -0.17513E-09    0.16897E-05   -0.17513E-09    0.49857E-11
   133    0.38089E+04   -0.42280E+02    0.16547E-05   -0.42280E+02    0.11058E+01   -0.24692E-09    0.16547E-05   -0.24692E-09    0.48817E-11
   134    0.38436E+04   -0.42667E+02    0.16207E-05   -0.42667E+02    0.11090E+01   -0.30251E-09    0.16207E-05   -0.30251E-09    0.47805E-11
   135    0.38783E+04   -0.43038E+02    0.15877E-05   -0.43038E+02    0.11116E+01   -0.34316E-09    0.15877E-05   -0.34316E-09    0.46819E-11
   136    0.39129E+04   -0.43389E+02    0.15555E-05   -0.43389E+02    0.11137E+01   -0.37013E-09    0.15555E-05   -0.37013E-09    0.45860E-11
   137    0.39475E+04   -0.43723E+02    0.15241E-05   -0.43723E+02    0.11153E+01   -0.38469E-09    0.15241E-05   -0.38469E-09    0.44925E-11
   138    0.39820E+04   -0.44038E+02    0.14937E-05   -0.44038E+02    0.11164E+01   -0.38810E-09    0.14937E-05   -0.38810E-09    0.44015E-11
   139    0.40163E+04   -0.44333E+02    0.14640E-05   -0.44333E+02    0.11171E+01   -0.38163E-09    0.14640E-05   -0.38163E-09    0.43129E-11
   140    0.40507E+04   -0.44609E+02    0.14351E-05   -0.44609E+02    0.11172E+01   -0.36653E-09    0.14351E-05   -0.36653E-09    0.42266E-11
   141    0.40848E+04   -0.44863E+02    0.14069E-05   -0.44863E+02    0.11168E+01   -0.34406E-09    0.14069E-05   -0.34406E-09    0.41426E-11
   142    0.41190E+04   -0.45098E+02    0.13795E-05   -0.45098E+02    0.11159E+01   -0.31549E-09    0.13795E-05   -0.31549E-09    0.40607E-11
   143    0.41531E+04   -0.45312E+02    0.13527E-05   -0.45312E+02    0.11146E+01   -0.28209E-09    0.13527E-05   -0.28209E-09    0.39809E-11
